Id,Event,Object,Actor,Timestamp
169,pull,request,asf github,"Fri, 07 Apr, 17:39"
169,request,request,asf github,"Fri, 07 Apr, 17:39"
169,make,class,asf github,"Fri, 07 Apr, 17:39"
169,commit,request,asf github,"Fri, 07 Apr, 17:39"
169,commit,request,asf github,"Fri, 07 Apr, 17:39"
169,close,change,asf github,"Fri, 07 Apr, 17:39"
169,commit,request,asf github,"Fri, 07 Apr, 17:39"
170,pull,pull,asf github,"Tue, 11 Apr, 14:09"
170,request,pull,asf github,"Tue, 11 Apr, 14:09"
171,need,flag,,"Tue, 11 Apr, 16:20"
171,set,flag,,"Tue, 11 Apr, 16:20"
172,comment,comment,,"Tue, 11 Apr, 16:20"
172,need,flag,,"Tue, 11 Apr, 16:20"
172,set,flag,,"Tue, 11 Apr, 16:20"
172,need,flag,,"Tue, 11 Apr, 16:20"
172,set,flag,,"Tue, 11 Apr, 16:20"
175,think,,zoran regvart,"Wed, 05 Apr, 21:06"
176,fix,camel10452,,"Thu, 06 Apr, 05:19"
177,fix,camel10452,,nan
178,use,support,zoran regvart,"Wed, 05 Apr, 21:18"
178,set,bindingmode,zoran regvart,"Wed, 05 Apr, 21:18"
178,set,bindingmode,zoran regvart,"Wed, 05 Apr, 21:18"
178,request,body,zoran regvart,"Wed, 05 Apr, 21:18"
179,fix,resolution,zoran regvart,"Thu, 06 Apr, 10:05"
179,set,intype,zoran regvart,"Thu, 06 Apr, 10:05"
179,need,user,zoran regvart,"Thu, 06 Apr, 10:05"
179,set,intype,zoran regvart,"Thu, 06 Apr, 10:05"
180,fix,resolution,zoran regvart,nan
180,set,intype,zoran regvart,nan
180,need,user,zoran regvart,nan
180,set,intype,zoran regvart,nan
182,fix,resolution,zoran regvart,"Thu, 06 Apr, 13:05"
182,set,queryparameters,zoran regvart,"Thu, 06 Apr, 13:05"
183,affect,component,atlassian jira,"Wed, 05 Apr, 21:35"
184,pull,liop,asf github,"Wed, 05 Apr, 21:38"
184,request,request,asf github,"Wed, 05 Apr, 21:38"
184,fix,request,asf github,"Wed, 05 Apr, 21:38"
184,merge,subjectorbody,asf github,"Wed, 05 Apr, 21:38"
184,pull,liop,asf github,"Wed, 05 Apr, 21:38"
184,request,request,asf github,"Wed, 05 Apr, 21:38"
184,pull,liop,asf github,"Wed, 05 Apr, 21:38"
184,apply,review,asf github,"Wed, 05 Apr, 21:38"
184,patch,change,asf github,"Wed, 05 Apr, 21:38"
184,close,change,asf github,"Wed, 05 Apr, 21:38"
184,pull,liop,asf github,"Wed, 05 Apr, 21:38"
184,request,request,asf github,"Wed, 05 Apr, 21:38"
184,make,pull,asf github,"Wed, 05 Apr, 21:38"
184,commit,request,asf github,"Wed, 05 Apr, 21:38"
184,commit,request,asf github,"Wed, 05 Apr, 21:38"
184,close,change,asf github,"Wed, 05 Apr, 21:38"
185,fix,fix,claus ibsen,"Thu, 06 Apr, 07:40"
186,pull,pull,asf github,"Thu, 06 Apr, 07:48"
186,request,pull,asf github,"Thu, 06 Apr, 07:48"
190,pull,igarashitm,asf github,"Thu, 06 Apr, 09:04"
190,request,pull,asf github,"Thu, 06 Apr, 09:04"
191,pull,igarashitm,asf github,nan
191,request,pull,asf github,nan
192,pull,onders86,asf github,"Thu, 06 Apr, 11:48"
192,request,pull,asf github,"Thu, 06 Apr, 11:48"
192,add,request,asf github,"Thu, 06 Apr, 11:48"
192,update,deprecation,asf github,"Thu, 06 Apr, 11:48"
192,fix,case,asf github,"Thu, 06 Apr, 11:48"
192,work,work,asf github,"Thu, 06 Apr, 11:48"
192,merge,issue,asf github,"Thu, 06 Apr, 11:48"
192,pull,onders86,asf github,"Thu, 06 Apr, 11:48"
192,request,pull,asf github,"Thu, 06 Apr, 11:48"
192,pull,onders86,asf github,"Thu, 06 Apr, 11:48"
192,apply,review,asf github,"Thu, 06 Apr, 11:48"
192,patch,change,asf github,"Thu, 06 Apr, 11:48"
192,close,change,asf github,"Thu, 06 Apr, 11:48"
192,pull,onders86,asf github,"Thu, 06 Apr, 11:48"
192,request,pull,asf github,"Thu, 06 Apr, 11:48"
192,make,pull,asf github,"Thu, 06 Apr, 11:48"
192,commit,request,asf github,"Thu, 06 Apr, 11:48"
192,commit,request,asf github,"Thu, 06 Apr, 11:48"
192,close,change,asf github,"Thu, 06 Apr, 11:48"
192,commit,request,asf github,"Thu, 06 Apr, 11:48"
192,add,request,asf github,"Thu, 06 Apr, 11:48"
192,update,deprecation,asf github,"Thu, 06 Apr, 11:48"
192,fix,case,asf github,"Thu, 06 Apr, 11:48"
193,work,work,,"Thu, 06 Apr, 11:54"
193,work,work,,"Thu, 06 Apr, 11:54"
193,think,ticket,,"Thu, 06 Apr, 11:54"
193,need,ticket,,"Thu, 06 Apr, 11:54"
193,need,ticket,,"Thu, 06 Apr, 11:54"
193,think,ticket,,"Thu, 06 Apr, 11:54"
195,pull,onders86,asf github,"Thu, 06 Apr, 20:35"
195,request,pull,asf github,"Thu, 06 Apr, 20:35"
198,fix,burgazzoli,atlassian jira,"Thu, 06 Apr, 12:01"
198,implement,pingcheck,atlassian jira,"Thu, 06 Apr, 12:01"
199,work,work,camel11118,"Fri, 07 Apr, 12:24"
203,affect,component,ayush dixit,"Thu, 06 Apr, 13:28"
203,take,camel,ayush dixit,"Thu, 06 Apr, 13:28"
203,try,logger,ayush dixit,"Thu, 06 Apr, 13:28"
207,comment,comment,,"Thu, 06 Apr, 15:11"
208,fix,fix,,"Thu, 06 Apr, 15:11"
209,work,work,,"Thu, 06 Apr, 15:12"
211,pull,lburgazzoli,asf github,"Thu, 06 Apr, 15:41"
211,request,request,asf github,"Thu, 06 Apr, 15:41"
211,merge,infinispan,asf github,"Thu, 06 Apr, 15:41"
211,pull,lburgazzoli,asf github,"Thu, 06 Apr, 15:41"
211,request,request,asf github,"Thu, 06 Apr, 15:41"
211,pull,lburgazzoli,asf github,"Thu, 06 Apr, 15:41"
211,apply,review,asf github,"Thu, 06 Apr, 15:41"
211,patch,change,asf github,"Thu, 06 Apr, 15:41"
211,close,change,asf github,"Thu, 06 Apr, 15:41"
211,pull,lburgazzoli,asf github,"Thu, 06 Apr, 15:41"
211,request,request,asf github,"Thu, 06 Apr, 15:41"
211,make,pull,asf github,"Thu, 06 Apr, 15:41"
211,commit,request,asf github,"Thu, 06 Apr, 15:41"
211,commit,request,asf github,"Thu, 06 Apr, 15:41"
211,close,change,asf github,"Thu, 06 Apr, 15:41"
211,commit,request,asf github,"Thu, 06 Apr, 15:41"
212,pull,lburgazzoli,asf github,"Fri, 07 Apr, 15:38"
212,request,pull,asf github,"Fri, 07 Apr, 15:38"
215,affect,component,thomas leber,"Thu, 06 Apr, 16:22"
215,get,input,thomas leber,"Thu, 06 Apr, 16:22"
216,get,input,thomas leber,"Thu, 06 Apr, 16:24"
216,get,input,thomas leber,"Thu, 06 Apr, 16:24"
219,see,,,"Fri, 07 Apr, 09:00"
223,comment,comment,,"Fri, 07 Apr, 11:21"
223,see,author,,"Fri, 07 Apr, 11:21"
223,see,author,,"Fri, 07 Apr, 11:21"
224,work,file,thomas leber,"Mon, 10 Apr, 07:12"
224,work,file,thomas leber,"Mon, 10 Apr, 07:12"
225,work,file,thomas leber,nan
225,work,file,thomas leber,nan
227,pull,pull,asf github,"Thu, 06 Apr, 19:02"
227,request,pull,asf github,"Thu, 06 Apr, 19:02"
227,merge,bindycsvdataformatunquotetokens,asf github,"Thu, 06 Apr, 19:02"
227,pull,pull,asf github,"Thu, 06 Apr, 19:02"
227,request,pull,asf github,"Thu, 06 Apr, 19:02"
227,pull,pull,asf github,"Thu, 06 Apr, 19:02"
227,apply,review,asf github,"Thu, 06 Apr, 19:02"
227,patch,change,asf github,"Thu, 06 Apr, 19:02"
227,close,change,asf github,"Thu, 06 Apr, 19:02"
227,pull,pull,asf github,"Thu, 06 Apr, 19:02"
227,request,pull,asf github,"Thu, 06 Apr, 19:02"
227,make,pull,asf github,"Thu, 06 Apr, 19:02"
227,commit,request,asf github,"Thu, 06 Apr, 19:02"
227,commit,request,asf github,"Thu, 06 Apr, 19:02"
227,close,change,asf github,"Thu, 06 Apr, 19:02"
227,commit,request,asf github,"Thu, 06 Apr, 19:02"
229,fix,,claus ibsen,"Sun, 09 Apr, 07:58"
230,pull,pull,asf github,"Sun, 09 Apr, 07:58"
230,request,pull,asf github,"Sun, 09 Apr, 07:58"
236,get,warning,claus ibsen,"Fri, 07 Apr, 08:16"
236,patch,option,claus ibsen,"Fri, 07 Apr, 08:16"
236,use,model,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
236,find,documentation,claus ibsen,"Fri, 07 Apr, 08:16"
242,work,,claus ibsen,"Fri, 07 Apr, 08:49"
242,need,release,claus ibsen,"Fri, 07 Apr, 08:49"
245,work,oops,tadayoshi,"Fri, 07 Apr, 09:07"
245,work,oops,tadayoshi,"Fri, 07 Apr, 09:07"
247,pull,tadayosi,asf github,"Mon, 10 Apr, 11:25"
247,request,pull,asf github,"Mon, 10 Apr, 11:25"
247,fix,upgrade,asf github,"Mon, 10 Apr, 11:25"
247,merge,karaf,asf github,"Mon, 10 Apr, 11:25"
247,pull,tadayosi,asf github,"Mon, 10 Apr, 11:25"
247,request,pull,asf github,"Mon, 10 Apr, 11:25"
247,pull,tadayosi,asf github,"Mon, 10 Apr, 11:25"
247,apply,review,asf github,"Mon, 10 Apr, 11:25"
247,patch,change,asf github,"Mon, 10 Apr, 11:25"
247,close,change,asf github,"Mon, 10 Apr, 11:25"
247,pull,tadayosi,asf github,"Mon, 10 Apr, 11:25"
247,request,pull,asf github,"Mon, 10 Apr, 11:25"
247,make,pull,asf github,"Mon, 10 Apr, 11:25"
247,commit,request,asf github,"Mon, 10 Apr, 11:25"
247,commit,request,asf github,"Mon, 10 Apr, 11:25"
247,close,change,asf github,"Mon, 10 Apr, 11:25"
247,commit,request,asf github,"Mon, 10 Apr, 11:25"
247,fix,upgrade,asf github,"Mon, 10 Apr, 11:25"
249,pull,tadayosi,asf github,"Mon, 10 Apr, 13:14"
249,request,pull,asf github,"Mon, 10 Apr, 13:14"
250,pull,igarashitm,asf github,"Tue, 11 Apr, 01:45"
250,request,pull,asf github,"Tue, 11 Apr, 01:45"
250,merge,htmlunitversion,asf github,"Tue, 11 Apr, 01:45"
250,pull,igarashitm,asf github,"Tue, 11 Apr, 01:45"
250,request,pull,asf github,"Tue, 11 Apr, 01:45"
250,pull,igarashitm,asf github,"Tue, 11 Apr, 01:45"
250,apply,review,asf github,"Tue, 11 Apr, 01:45"
250,patch,change,asf github,"Tue, 11 Apr, 01:45"
250,close,change,asf github,"Tue, 11 Apr, 01:45"
250,pull,igarashitm,asf github,"Tue, 11 Apr, 01:45"
250,request,pull,asf github,"Tue, 11 Apr, 01:45"
250,make,pull,asf github,"Tue, 11 Apr, 01:45"
250,commit,request,asf github,"Tue, 11 Apr, 01:45"
250,commit,request,asf github,"Tue, 11 Apr, 01:45"
250,close,change,asf github,"Tue, 11 Apr, 01:45"
250,commit,request,asf github,"Tue, 11 Apr, 01:45"
251,pull,igarashitm,asf github,"Tue, 11 Apr, 06:48"
251,request,pull,asf github,"Tue, 11 Apr, 06:48"
252,pull,igarashitm,asf github,nan
252,request,pull,asf github,nan
253,fix,version,claus ibsen,"Fri, 07 Apr, 08:49"
254,fix,version,claus ibsen,nan
255,resolve,resolve,claus ibsen,"Fri, 07 Apr, 08:50"
255,work,resolve,claus ibsen,"Fri, 07 Apr, 08:50"
255,open,work,claus ibsen,"Fri, 07 Apr, 08:50"
256,work,work,,"Fri, 07 Apr, 09:26"
257,work,work,,nan
260,fix,version,,"Fri, 07 Apr, 08:51"
261,fix,version,,nan
262,fix,fix,,"Fri, 07 Apr, 08:52"
263,fix,fix,,nan
264,fix,version,claus ibsen,"Fri, 07 Apr, 08:52"
265,make,improvement,,"Fri, 07 Apr, 13:55"
265,get,camel,,"Fri, 07 Apr, 13:55"
265,run,test,,"Fri, 07 Apr, 13:55"
266,make,improvement,,nan
266,get,camel,,nan
266,run,test,,nan
267,fix,version,claus ibsen,"Fri, 07 Apr, 08:52"
268,fix,version,claus ibsen,nan
269,work,zookeepermaster,claus ibsen,"Fri, 07 Apr, 08:53"
270,work,zookeepermaster,claus ibsen,nan
271,fix,fix,claus ibsen,"Fri, 07 Apr, 11:04"
273,do,,zoran regvart,"Fri, 07 Apr, 11:52"
273,think,router,zoran regvart,"Fri, 07 Apr, 11:52"
273,think,router,zoran regvart,"Fri, 07 Apr, 11:52"
273,request,option,zoran regvart,"Fri, 07 Apr, 11:52"
273,implement,support,zoran regvart,"Fri, 07 Apr, 11:52"
273,do,,zoran regvart,"Fri, 07 Apr, 11:52"
273,see,camel,zoran regvart,"Fri, 07 Apr, 11:52"
273,need,camel,zoran regvart,"Fri, 07 Apr, 11:52"
274,comment,comment,zoran regvart,"Fri, 07 Apr, 12:21"
274,do,pm,zoran regvart,"Fri, 07 Apr, 12:21"
274,think,router,zoran regvart,"Fri, 07 Apr, 12:21"
274,think,router,zoran regvart,"Fri, 07 Apr, 12:21"
274,request,option,zoran regvart,"Fri, 07 Apr, 12:21"
274,implement,support,zoran regvart,"Fri, 07 Apr, 12:21"
274,do,pm,zoran regvart,"Fri, 07 Apr, 12:21"
274,see,camel,zoran regvart,"Fri, 07 Apr, 12:21"
274,need,camel,zoran regvart,"Fri, 07 Apr, 12:21"
274,do,pm,zoran regvart,"Fri, 07 Apr, 12:21"
274,think,router,zoran regvart,"Fri, 07 Apr, 12:21"
274,think,router,zoran regvart,"Fri, 07 Apr, 12:21"
274,request,option,zoran regvart,"Fri, 07 Apr, 12:21"
274,implement,support,zoran regvart,"Fri, 07 Apr, 12:21"
274,do,pm,zoran regvart,"Fri, 07 Apr, 12:21"
274,see,camel,zoran regvart,"Fri, 07 Apr, 12:21"
274,need,camel,zoran regvart,"Fri, 07 Apr, 12:21"
275,comment,comment,zoran regvart,nan
275,do,pm,zoran regvart,nan
275,think,router,zoran regvart,nan
275,think,router,zoran regvart,nan
275,request,option,zoran regvart,nan
275,implement,support,zoran regvart,nan
275,do,pm,zoran regvart,nan
275,see,camel,zoran regvart,nan
275,need,camel,zoran regvart,nan
275,do,pm,zoran regvart,nan
275,think,router,zoran regvart,nan
275,think,router,zoran regvart,nan
275,request,option,zoran regvart,nan
275,implement,support,zoran regvart,nan
275,do,pm,zoran regvart,nan
275,see,camel,zoran regvart,nan
275,need,camel,zoran regvart,nan
276,fix,fix,claus ibsen,"Fri, 07 Apr, 11:05"
277,fix,fix,claus ibsen,nan
278,fix,fix,claus ibsen,"Fri, 07 Apr, 11:05"
279,fix,fix,claus ibsen,nan
280,fix,fix,claus ibsen,"Fri, 07 Apr, 11:05"
281,fix,fix,claus ibsen,nan
282,fix,fix,claus ibsen,"Fri, 07 Apr, 11:06"
283,fix,fix,claus ibsen,nan
284,fix,version,claus ibsen,"Fri, 07 Apr, 11:06"
285,fix,version,claus ibsen,nan
287,open,issue,sergey beryozkin,"Fri, 07 Apr, 11:10"
287,open,issue,sergey beryozkin,"Fri, 07 Apr, 11:10"
288,open,issue,sergey beryozkin,nan
288,open,issue,sergey beryozkin,nan
289,fix,fix,claus ibsen,"Fri, 07 Apr, 11:07"
290,fix,fix,claus ibsen,nan
291,create,summary,andrea cosentino,"Fri, 07 Apr, 11:50"
292,create,summary,andrea cosentino,nan
293,fix,fix,,"Fri, 07 Apr, 12:26"
294,work,work,,"Fri, 07 Apr, 12:26"
295,work,work,,nan
296,add,summary,claus ibsen,"Sat, 08 Apr, 09:54"
296,fix,,claus ibsen,"Sat, 08 Apr, 09:54"
296,find,help,claus ibsen,"Sat, 08 Apr, 09:54"
296,see,strategy,claus ibsen,"Sat, 08 Apr, 09:54"
298,fix,fix,claus ibsen,"Sat, 08 Apr, 13:41"
300,use,key,claus ibsen,"Sun, 09 Apr, 07:52"
302,fix,fix,claus ibsen,"Wed, 12 Apr, 13:25"
303,fix,fix,claus ibsen,nan
304,affect,component,claus ibsen,"Sat, 08 Apr, 12:47"
304,fix,priority,claus ibsen,"Sat, 08 Apr, 12:47"
304,use,convention,claus ibsen,"Sat, 08 Apr, 12:47"
307,allow,summary,claus ibsen,"Sun, 09 Apr, 11:29"
307,affect,component,claus ibsen,"Sun, 09 Apr, 11:29"
307,use,message,claus ibsen,"Sun, 09 Apr, 11:29"
307,allow,summary,claus ibsen,"Sun, 09 Apr, 11:29"
307,need,message,claus ibsen,"Sun, 09 Apr, 11:29"
309,fix,,claus ibsen,"Sun, 09 Apr, 12:02"
310,fix,,claus ibsen,nan
311,allow,camelreactivestreams,claus ibsen,"Sun, 09 Apr, 13:29"
311,do,message,claus ibsen,"Sun, 09 Apr, 13:29"
311,need,refill,claus ibsen,"Sun, 09 Apr, 13:29"
311,allow,camelreactivestreams,claus ibsen,"Sun, 09 Apr, 13:29"
311,request,request,claus ibsen,"Sun, 09 Apr, 13:29"
311,request,request,claus ibsen,"Sun, 09 Apr, 13:29"
312,affect,version,claus ibsen,"Sun, 09 Apr, 13:29"
314,start,start,claus ibsen,"Sun, 09 Apr, 13:32"
314,request,time,claus ibsen,"Sun, 09 Apr, 13:32"
315,find,example,claus ibsen,"Sun, 09 Apr, 13:36"
315,request,example,claus ibsen,"Sun, 09 Apr, 13:36"
315,request,example,claus ibsen,"Sun, 09 Apr, 13:36"
318,patch,patch,,"Mon, 10 Apr, 06:24"
318,patch,patch,,"Mon, 10 Apr, 06:24"
319,patch,patch,,nan
319,patch,patch,,nan
320,make,summary,claus ibsen assignee claus,"Mon, 10 Apr, 08:32"
320,fix,,claus ibsen assignee claus,"Mon, 10 Apr, 08:32"
320,take,connector,claus ibsen assignee claus,"Mon, 10 Apr, 08:32"
320,make,summary,claus ibsen assignee claus,"Mon, 10 Apr, 08:32"
320,take,connector,claus ibsen assignee claus,"Mon, 10 Apr, 08:32"
323,add,summary,atlassian jira,"Mon, 10 Apr, 08:54"
323,fix,priority,atlassian jira,"Mon, 10 Apr, 08:54"
323,make,case,atlassian jira,"Mon, 10 Apr, 08:54"
324,add,summary,atlassian jira,nan
324,fix,priority,atlassian jira,nan
324,make,case,atlassian jira,nan
325,fix,priority,basepath string,"Mon, 10 Apr, 09:22"
325,open,parameter,basepath string,"Mon, 10 Apr, 09:22"
329,create,endpoint,gary brown,"Mon, 10 Apr, 11:16"
329,start,detect,gary brown,"Mon, 10 Apr, 11:16"
329,need,need,gary brown,"Mon, 10 Apr, 11:16"
329,work,strategy,gary brown,"Mon, 10 Apr, 11:16"
329,need,need,gary brown,"Mon, 10 Apr, 11:16"
330,create,endpoint,gary brown,nan
330,start,detect,gary brown,nan
330,need,need,gary brown,nan
330,work,strategy,gary brown,nan
330,need,need,gary brown,nan
331,run,test,tadayoshi,"Mon, 10 Apr, 11:51"
331,affect,karaf,tadayoshi,"Mon, 10 Apr, 11:51"
331,use,way,tadayoshi,"Mon, 10 Apr, 11:51"
333,see,shell,claus ibsen,"Tue, 11 Apr, 12:17"
335,run,run,claus ibsen,"Tue, 11 Apr, 12:25"
335,need,run,claus ibsen,"Tue, 11 Apr, 12:25"
335,send,option,claus ibsen,"Tue, 11 Apr, 12:25"
335,see,exit,claus ibsen,"Tue, 11 Apr, 12:25"
336,run,test,claus ibsen,"Tue, 11 Apr, 12:26"
336,try,file,claus ibsen,"Tue, 11 Apr, 12:26"
336,run,test,claus ibsen,"Tue, 11 Apr, 12:26"
337,fix,fix,claus ibsen,"Tue, 11 Apr, 14:53"
338,run,test,claus ibsen,"Tue, 11 Apr, 14:53"
338,need,master,claus ibsen,"Tue, 11 Apr, 14:53"
339,take,davsclaus,tadayoshi,"Thu, 13 Apr, 02:26"
341,pull,tadayosi,asf github,"Thu, 13 Apr, 05:02"
341,request,request,asf github,"Thu, 13 Apr, 05:02"
341,run,test,asf github,"Thu, 13 Apr, 05:02"
341,merge,merge,asf github,"Thu, 13 Apr, 05:02"
341,pull,tadayosi,asf github,"Thu, 13 Apr, 05:02"
341,request,request,asf github,"Thu, 13 Apr, 05:02"
341,pull,tadayosi,asf github,"Thu, 13 Apr, 05:02"
341,apply,review,asf github,"Thu, 13 Apr, 05:02"
341,patch,change,asf github,"Thu, 13 Apr, 05:02"
341,close,change,asf github,"Thu, 13 Apr, 05:02"
341,pull,tadayosi,asf github,"Thu, 13 Apr, 05:02"
341,request,request,asf github,"Thu, 13 Apr, 05:02"
341,make,pull,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,close,change,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,make,pull,asf github,"Thu, 13 Apr, 05:02"
341,use,runtestssh,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,fix,cameljuel,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,fix,cameljuel,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,fix,cameljuel,asf github,"Thu, 13 Apr, 05:02"
341,commit,request,asf github,"Thu, 13 Apr, 05:02"
341,fix,cameljuel,asf github,"Thu, 13 Apr, 05:02"
344,pull,tadayosi,asf github,"Thu, 13 Apr, 08:11"
344,request,pull,asf github,"Thu, 13 Apr, 08:11"
345,pull,tadayosi,asf github,"Thu, 13 Apr, 10:12"
345,request,request,asf github,"Thu, 13 Apr, 10:12"
345,fail,karaf,asf github,"Thu, 13 Apr, 10:12"
345,merge,server,asf github,"Thu, 13 Apr, 10:12"
345,pull,tadayosi,asf github,"Thu, 13 Apr, 10:12"
345,request,request,asf github,"Thu, 13 Apr, 10:12"
345,pull,tadayosi,asf github,"Thu, 13 Apr, 10:12"
345,apply,review,asf github,"Thu, 13 Apr, 10:12"
345,patch,change,asf github,"Thu, 13 Apr, 10:12"
345,close,change,asf github,"Thu, 13 Apr, 10:12"
345,pull,tadayosi,asf github,"Thu, 13 Apr, 10:12"
345,request,request,asf github,"Thu, 13 Apr, 10:12"
345,make,pull,asf github,"Thu, 13 Apr, 10:12"
345,commit,request,asf github,"Thu, 13 Apr, 10:12"
345,commit,request,asf github,"Thu, 13 Apr, 10:12"
345,close,change,asf github,"Thu, 13 Apr, 10:12"
345,commit,request,asf github,"Thu, 13 Apr, 10:12"
345,fail,karaf,asf github,"Thu, 13 Apr, 10:12"
346,pull,pull,asf github,"Thu, 13 Apr, 10:40"
346,request,pull,asf github,"Thu, 13 Apr, 10:40"
347,affect,component,claus ibsen,"Mon, 10 Apr, 12:49"
347,fix,,claus ibsen,"Mon, 10 Apr, 12:49"
350,provide,summary,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,fix,,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,provide,summary,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,provide,summary,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,see,app,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,allow,route,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,provide,summary,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,affect,message,tomohisa igarashi,"Mon, 10 Apr, 14:11"
350,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:11"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,see,app,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,allow,route,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,affect,message,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,see,app,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,allow,route,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,provide,step,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,affect,message,tomohisa igarashi,"Mon, 10 Apr, 14:14"
351,need,annotation,tomohisa igarashi,"Mon, 10 Apr, 14:14"
352,provide,step,tomohisa igarashi,nan
352,provide,step,tomohisa igarashi,nan
352,see,app,tomohisa igarashi,nan
352,allow,route,tomohisa igarashi,nan
352,provide,step,tomohisa igarashi,nan
352,need,annotation,tomohisa igarashi,nan
352,affect,message,tomohisa igarashi,nan
352,need,annotation,tomohisa igarashi,nan
352,provide,step,tomohisa igarashi,nan
352,provide,step,tomohisa igarashi,nan
352,see,app,tomohisa igarashi,nan
352,allow,route,tomohisa igarashi,nan
352,provide,step,tomohisa igarashi,nan
352,need,annotation,tomohisa igarashi,nan
352,affect,message,tomohisa igarashi,nan
352,need,annotation,tomohisa igarashi,nan
353,start,start,claus ibsen,"Tue, 11 Apr, 09:31"
353,fix,fix,claus ibsen,"Tue, 11 Apr, 09:31"
353,do,processor,claus ibsen,"Tue, 11 Apr, 09:31"
353,start,start,claus ibsen,"Tue, 11 Apr, 09:31"
353,make,service,claus ibsen,"Tue, 11 Apr, 09:31"
358,fix,ferraro,atlassian jira,"Tue, 11 Apr, 14:16"
361,affect,feature,dmitry volodin,"Tue, 11 Apr, 14:48"
361,fix,dmitry,dmitry volodin,"Tue, 11 Apr, 14:48"
363,pull,dmvolod,asf github,"Tue, 11 Apr, 15:03"
363,request,request,asf github,"Tue, 11 Apr, 15:03"
363,merge,formatting,asf github,"Tue, 11 Apr, 15:03"
363,pull,dmvolod,asf github,"Tue, 11 Apr, 15:03"
363,request,request,asf github,"Tue, 11 Apr, 15:03"
363,pull,dmvolod,asf github,"Tue, 11 Apr, 15:03"
363,apply,change,asf github,"Tue, 11 Apr, 15:03"
363,patch,change,asf github,"Tue, 11 Apr, 15:03"
363,close,change,asf github,"Tue, 11 Apr, 15:03"
363,pull,dmvolod,asf github,"Tue, 11 Apr, 15:03"
363,request,request,asf github,"Tue, 11 Apr, 15:03"
363,make,pull,asf github,"Tue, 11 Apr, 15:03"
363,commit,request,asf github,"Tue, 11 Apr, 15:03"
363,commit,request,asf github,"Tue, 11 Apr, 15:03"
363,close,change,asf github,"Tue, 11 Apr, 15:03"
363,commit,request,asf github,"Tue, 11 Apr, 15:03"
363,commit,request,asf github,"Tue, 11 Apr, 15:03"
364,pull,pull,asf github,"Tue, 11 Apr, 18:05"
