ocel:eid,ocel:activity,ocel:timestamp,Actor,ocel:type:ocel:oid
769,add,2017-04-08 09:54:00,claus ibsen,['summary']
770,fix,2017-04-08 09:54:00,claus ibsen,
771,find,2017-04-08 09:54:00,claus ibsen,['help']
772,see,2017-04-08 09:54:00,claus ibsen,['strategy']
773,fix,2017-04-08 13:41:00,claus ibsen,['fix']
774,use,2017-04-09 07:52:00,claus ibsen,['key']
775,fix,2017-04-12 13:25:00,claus ibsen,['fix']
776,fix,,claus ibsen,['fix']
777,affect,2017-04-08 12:47:00,claus ibsen,['component']
778,fix,2017-04-08 12:47:00,claus ibsen,['priority']
779,use,2017-04-08 12:47:00,claus ibsen,['convention']
780,allow,2017-04-09 11:29:00,claus ibsen,['summary']
781,affect,2017-04-09 11:29:00,claus ibsen,['component']
782,use,2017-04-09 11:29:00,claus ibsen,['message']
783,allow,2017-04-09 11:29:00,claus ibsen,['summary']
784,need,2017-04-09 11:29:00,claus ibsen,['message']
785,fix,2017-04-09 12:02:00,claus ibsen,
786,fix,,claus ibsen,
787,allow,2017-04-09 13:29:00,claus ibsen,['camelreactivestreams']
788,do,2017-04-09 13:29:00,claus ibsen,['message']
789,need,2017-04-09 13:29:00,claus ibsen,['refill']
790,allow,2017-04-09 13:29:00,claus ibsen,['camelreactivestreams']
791,request,2017-04-09 13:29:00,claus ibsen,['request']
792,request,2017-04-09 13:29:00,claus ibsen,['request']
793,affect,2017-04-09 13:29:00,claus ibsen,['version']
794,start,2017-04-09 13:32:00,claus ibsen,['start']
795,request,2017-04-09 13:32:00,claus ibsen,['time']
796,find,2017-04-09 13:36:00,claus ibsen,['example']
797,request,2017-04-09 13:36:00,claus ibsen,['example']
798,request,2017-04-09 13:36:00,claus ibsen,['example']
799,patch,2017-04-10 06:24:00,,['patch']
800,patch,2017-04-10 06:24:00,,['patch']
801,patch,,,['patch']
802,patch,,,['patch']
803,make,2017-04-10 08:32:00,claus ibsen assignee claus,['summary']
804,fix,2017-04-10 08:32:00,claus ibsen assignee claus,
805,take,2017-04-10 08:32:00,claus ibsen assignee claus,['connector']
806,make,2017-04-10 08:32:00,claus ibsen assignee claus,['summary']
807,take,2017-04-10 08:32:00,claus ibsen assignee claus,['connector']
808,add,2017-04-10 08:54:00,atlassian jira,['summary']
809,fix,2017-04-10 08:54:00,atlassian jira,['priority']
810,make,2017-04-10 08:54:00,atlassian jira,['case']
811,add,,atlassian jira,['summary']
812,fix,,atlassian jira,['priority']
813,make,,atlassian jira,['case']
814,fix,2017-04-10 09:22:00,basepath string,['priority']
815,open,2017-04-10 09:22:00,basepath string,['parameter']
816,create,2017-04-10 11:16:00,gary brown,['endpoint']
817,start,2017-04-10 11:16:00,gary brown,['detect']
818,need,2017-04-10 11:16:00,gary brown,['need']
819,work,2017-04-10 11:16:00,gary brown,['strategy']
820,need,2017-04-10 11:16:00,gary brown,['need']
821,create,,gary brown,['endpoint']
822,start,,gary brown,['detect']
823,need,,gary brown,['need']
824,work,,gary brown,['strategy']
825,need,,gary brown,['need']
826,run,2017-04-10 11:51:00,tadayoshi,['test']
827,affect,2017-04-10 11:51:00,tadayoshi,['karaf']
828,use,2017-04-10 11:51:00,tadayoshi,['way']
829,see,2017-04-11 12:17:00,claus ibsen,['shell']
830,run,2017-04-11 12:25:00,claus ibsen,['run']
831,need,2017-04-11 12:25:00,claus ibsen,['run']
832,send,2017-04-11 12:25:00,claus ibsen,['option']
833,see,2017-04-11 12:25:00,claus ibsen,['exit']
834,run,2017-04-11 12:26:00,claus ibsen,['test']
835,try,2017-04-11 12:26:00,claus ibsen,['file']
836,run,2017-04-11 12:26:00,claus ibsen,['test']
837,fix,2017-04-11 14:53:00,claus ibsen,['fix']
838,run,2017-04-11 14:53:00,claus ibsen,['test']
839,need,2017-04-11 14:53:00,claus ibsen,['master']
840,take,2017-04-13 02:26:00,tadayoshi,['davsclaus']
841,pull,2017-04-13 05:02:00,asf github,['tadayosi']
842,request,2017-04-13 05:02:00,asf github,['request']
843,run,2017-04-13 05:02:00,asf github,['test']
844,merge,2017-04-13 05:02:00,asf github,['merge']
845,pull,2017-04-13 05:02:00,asf github,['tadayosi']
846,request,2017-04-13 05:02:00,asf github,['request']
847,pull,2017-04-13 05:02:00,asf github,['tadayosi']
848,apply,2017-04-13 05:02:00,asf github,['review']
849,patch,2017-04-13 05:02:00,asf github,['change']
850,close,2017-04-13 05:02:00,asf github,['change']
851,pull,2017-04-13 05:02:00,asf github,['tadayosi']
852,request,2017-04-13 05:02:00,asf github,['request']
853,make,2017-04-13 05:02:00,asf github,['pull']
854,commit,2017-04-13 05:02:00,asf github,['request']
855,commit,2017-04-13 05:02:00,asf github,['request']
856,close,2017-04-13 05:02:00,asf github,['change']
857,commit,2017-04-13 05:02:00,asf github,['request']
858,make,2017-04-13 05:02:00,asf github,['pull']
859,use,2017-04-13 05:02:00,asf github,['runtestssh']
860,commit,2017-04-13 05:02:00,asf github,['request']
861,fix,2017-04-13 05:02:00,asf github,['cameljuel']
862,commit,2017-04-13 05:02:00,asf github,['request']
863,fix,2017-04-13 05:02:00,asf github,['cameljuel']
864,commit,2017-04-13 05:02:00,asf github,['request']
865,fix,2017-04-13 05:02:00,asf github,['cameljuel']
866,commit,2017-04-13 05:02:00,asf github,['request']
867,fix,2017-04-13 05:02:00,asf github,['cameljuel']
868,pull,2017-04-13 08:11:00,asf github,['tadayosi']
869,request,2017-04-13 08:11:00,asf github,['pull']
870,pull,2017-04-13 10:12:00,asf github,['tadayosi']
871,request,2017-04-13 10:12:00,asf github,['request']
872,fail,2017-04-13 10:12:00,asf github,['karaf']
873,merge,2017-04-13 10:12:00,asf github,['server']
874,pull,2017-04-13 10:12:00,asf github,['tadayosi']
875,request,2017-04-13 10:12:00,asf github,['request']
876,pull,2017-04-13 10:12:00,asf github,['tadayosi']
877,apply,2017-04-13 10:12:00,asf github,['review']
878,patch,2017-04-13 10:12:00,asf github,['change']
879,close,2017-04-13 10:12:00,asf github,['change']
880,pull,2017-04-13 10:12:00,asf github,['tadayosi']
881,request,2017-04-13 10:12:00,asf github,['request']
882,make,2017-04-13 10:12:00,asf github,['pull']
883,commit,2017-04-13 10:12:00,asf github,['request']
884,commit,2017-04-13 10:12:00,asf github,['request']
885,close,2017-04-13 10:12:00,asf github,['change']
886,commit,2017-04-13 10:12:00,asf github,['request']
887,fail,2017-04-13 10:12:00,asf github,['karaf']
888,pull,2017-04-13 10:40:00,asf github,['pull']
889,request,2017-04-13 10:40:00,asf github,['pull']
890,affect,2017-04-10 12:49:00,claus ibsen,['component']
891,fix,2017-04-10 12:49:00,claus ibsen,
892,provide,2017-04-10 14:11:00,tomohisa igarashi,['summary']
893,fix,2017-04-10 14:11:00,tomohisa igarashi,
894,provide,2017-04-10 14:11:00,tomohisa igarashi,['summary']
895,provide,2017-04-10 14:11:00,tomohisa igarashi,['summary']
896,see,2017-04-10 14:11:00,tomohisa igarashi,['app']
897,allow,2017-04-10 14:11:00,tomohisa igarashi,['route']
898,provide,2017-04-10 14:11:00,tomohisa igarashi,['summary']
899,need,2017-04-10 14:11:00,tomohisa igarashi,['annotation']
900,affect,2017-04-10 14:11:00,tomohisa igarashi,['message']
901,need,2017-04-10 14:11:00,tomohisa igarashi,['annotation']
902,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
903,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
904,see,2017-04-10 14:14:00,tomohisa igarashi,['app']
905,allow,2017-04-10 14:14:00,tomohisa igarashi,['route']
906,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
907,need,2017-04-10 14:14:00,tomohisa igarashi,['annotation']
908,affect,2017-04-10 14:14:00,tomohisa igarashi,['message']
909,need,2017-04-10 14:14:00,tomohisa igarashi,['annotation']
910,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
911,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
912,see,2017-04-10 14:14:00,tomohisa igarashi,['app']
913,allow,2017-04-10 14:14:00,tomohisa igarashi,['route']
914,provide,2017-04-10 14:14:00,tomohisa igarashi,['step']
915,need,2017-04-10 14:14:00,tomohisa igarashi,['annotation']
916,affect,2017-04-10 14:14:00,tomohisa igarashi,['message']
917,need,2017-04-10 14:14:00,tomohisa igarashi,['annotation']
918,provide,,tomohisa igarashi,['step']
919,provide,,tomohisa igarashi,['step']
920,see,,tomohisa igarashi,['app']
921,allow,,tomohisa igarashi,['route']
922,provide,,tomohisa igarashi,['step']
923,need,,tomohisa igarashi,['annotation']
924,affect,,tomohisa igarashi,['message']
925,need,,tomohisa igarashi,['annotation']
926,provide,,tomohisa igarashi,['step']
927,provide,,tomohisa igarashi,['step']
928,see,,tomohisa igarashi,['app']
929,allow,,tomohisa igarashi,['route']
930,provide,,tomohisa igarashi,['step']
931,need,,tomohisa igarashi,['annotation']
932,affect,,tomohisa igarashi,['message']
933,need,,tomohisa igarashi,['annotation']
934,start,2017-04-11 09:31:00,claus ibsen,['start']
935,fix,2017-04-11 09:31:00,claus ibsen,['fix']
936,do,2017-04-11 09:31:00,claus ibsen,['processor']
937,start,2017-04-11 09:31:00,claus ibsen,['start']
938,make,2017-04-11 09:31:00,claus ibsen,['service']
939,fix,2017-04-11 14:16:00,atlassian jira,['ferraro']
940,affect,2017-04-11 14:48:00,dmitry volodin,['feature']
941,fix,2017-04-11 14:48:00,dmitry volodin,['dmitry']
942,pull,2017-04-11 15:03:00,asf github,['dmvolod']
943,request,2017-04-11 15:03:00,asf github,['request']
944,merge,2017-04-11 15:03:00,asf github,['formatting']
945,pull,2017-04-11 15:03:00,asf github,['dmvolod']
946,request,2017-04-11 15:03:00,asf github,['request']
947,pull,2017-04-11 15:03:00,asf github,['dmvolod']
948,apply,2017-04-11 15:03:00,asf github,['change']
949,patch,2017-04-11 15:03:00,asf github,['change']
950,close,2017-04-11 15:03:00,asf github,['change']
951,pull,2017-04-11 15:03:00,asf github,['dmvolod']
952,request,2017-04-11 15:03:00,asf github,['request']
953,make,2017-04-11 15:03:00,asf github,['pull']
954,commit,2017-04-11 15:03:00,asf github,['request']
955,commit,2017-04-11 15:03:00,asf github,['request']
956,close,2017-04-11 15:03:00,asf github,['change']
957,commit,2017-04-11 15:03:00,asf github,['request']
958,commit,2017-04-11 15:03:00,asf github,['request']
959,pull,2017-04-11 18:05:00,asf github,['pull']
960,request,2017-04-11 18:05:00,asf github,['pull']
961,work,2017-04-11 18:06:00,claus ibsen,['work']
962,see,2017-04-11 18:06:00,claus ibsen,['work']
963,work,,claus ibsen,['work']
964,see,,claus ibsen,['work']
965,create,2017-04-11 18:09:00,preben asmussen,['summary']
966,add,2017-04-11 18:09:00,preben asmussen,['release']
967,pull,2017-04-11 18:29:00,asf github,['pull']
968,request,2017-04-11 18:29:00,asf github,['pull']
969,create,2017-04-11 18:29:00,asf github,['request']
970,merge,2017-04-11 18:29:00,asf github,['wrapping']
971,pull,2017-04-11 18:29:00,asf github,['pull']
972,request,2017-04-11 18:29:00,asf github,['pull']
973,pull,2017-04-11 18:29:00,asf github,['pull']
974,apply,2017-04-11 18:29:00,asf github,['review']
975,patch,2017-04-11 18:29:00,asf github,['change']
976,close,2017-04-11 18:29:00,asf github,['change']
977,pull,2017-04-11 18:29:00,asf github,['pull']
978,request,2017-04-11 18:29:00,asf github,['pull']
979,make,2017-04-11 18:29:00,asf github,['pull']
980,commit,2017-04-11 18:29:00,asf github,['request']
981,commit,2017-04-11 18:29:00,asf github,['request']
982,close,2017-04-11 18:29:00,asf github,['change']
983,commit,2017-04-11 18:29:00,asf github,['request']
984,commit,2017-04-11 18:29:00,asf github,['request']
985,commit,2017-04-11 18:29:00,asf github,['request']
986,commit,2017-04-11 18:29:00,asf github,['request']
987,fix,2017-04-12 19:25:00,claus ibsen,
988,pull,2017-04-12 20:01:00,asf github,['pull']
989,request,2017-04-12 20:01:00,asf github,['pull']
990,pull,2017-04-13 15:21:00,asf github,['pull']
991,request,2017-04-13 15:21:00,asf github,['pull']
992,update,2017-04-13 15:21:00,asf github,['camel11136']
993,merge,2017-04-13 15:21:00,asf github,['bit']
994,pull,2017-04-13 15:21:00,asf github,['pull']
995,request,2017-04-13 15:21:00,asf github,['pull']
996,pull,2017-04-13 15:21:00,asf github,['pull']
997,apply,2017-04-13 15:21:00,asf github,['change']
998,patch,2017-04-13 15:21:00,asf github,['change']
999,close,2017-04-13 15:21:00,asf github,['change']
1000,pull,2017-04-13 15:21:00,asf github,['pull']
1001,request,2017-04-13 15:21:00,asf github,['pull']
1002,make,2017-04-13 15:21:00,asf github,['pull']
1003,commit,2017-04-13 15:21:00,asf github,['request']
1004,commit,2017-04-13 15:21:00,asf github,['request']
1005,close,2017-04-13 15:21:00,asf github,['change']
1006,commit,2017-04-13 15:21:00,asf github,['request']
1007,update,2017-04-13 15:21:00,asf github,['camel11136']
1008,pull,2017-04-13 15:26:00,asf github,['pull']
1009,request,2017-04-13 15:26:00,asf github,['pull']
1010,pull,,asf github,['pull']
1011,request,,asf github,['pull']
1012,get,2017-04-12 08:06:00,,['enums']
1013,need,2017-04-12 08:06:00,,['enum']
1014,update,2017-04-12 08:06:00,,['update']
1015,get,2017-04-12 08:06:00,,['enums']
1016,need,2017-04-12 08:06:00,,['enum']
1017,update,2017-04-12 08:06:00,,['update']
1018,get,2017-04-12 08:06:00,atlassian jira,['enums']
1019,need,2017-04-12 08:06:00,atlassian jira,['enum']
1020,update,2017-04-12 08:06:00,atlassian jira,['update']
1021,fix,2017-04-12 08:06:00,atlassian jira,['priority']
1022,get,2017-04-12 08:08:00,,['enums']
1023,need,2017-04-12 08:08:00,,['enum']
1024,update,2017-04-12 08:08:00,,['update']
1025,get,2017-04-12 08:08:00,,['enums']
1026,need,2017-04-12 08:08:00,,['enum']
1027,update,2017-04-12 08:08:00,,['update']
1028,affect,2017-04-12 10:25:00,claus ibsen,['component']
1029,fix,2017-04-12 10:25:00,claus ibsen,
1030,fix,2017-04-12 11:04:00,claus ibsen,['branch']
1031,fix,,claus ibsen,['branch']
1032,fix,2017-04-12 11:16:00,claus ibsen,['fix']
1033,fix,,claus ibsen,['fix']
1034,fix,2017-04-12 11:16:00,claus ibsen,['fix']
1035,need,2017-04-12 11:16:00,claus ibsen,['release']
1036,need,,claus ibsen,['release']
1037,fix,2017-04-12 11:43:00,claus ibsen,['version']
1038,pull,2017-04-20 22:41:00,asf github,['igarashitm']
1039,request,2017-04-20 22:41:00,asf github,['pull']
1040,get,2017-04-20 22:41:00,asf github,['way']
1041,warn,2017-04-20 22:41:00,asf github,
1042,merge,2017-04-20 22:41:00,asf github,['release']
1043,pull,2017-04-20 22:41:00,asf github,['igarashitm']
1044,request,2017-04-20 22:41:00,asf github,['pull']
1045,pull,2017-04-20 22:41:00,asf github,['igarashitm']
1046,apply,2017-04-20 22:41:00,asf github,['review']
1047,patch,2017-04-20 22:41:00,asf github,['change']
1048,close,2017-04-20 22:41:00,asf github,['change']
1049,pull,2017-04-20 22:41:00,asf github,['igarashitm']
1050,request,2017-04-20 22:41:00,asf github,['pull']
1051,make,2017-04-20 22:41:00,asf github,['pull']
1052,commit,2017-04-20 22:41:00,asf github,['request']
1053,commit,2017-04-20 22:41:00,asf github,['request']
1054,close,2017-04-20 22:41:00,asf github,['change']
1055,commit,2017-04-20 22:41:00,asf github,['request']
1056,fix,2017-04-21 09:23:00,andrea cosentino,['version']
1057,pull,2017-04-21 09:23:00,asf github,['igarashitm']
1058,request,2017-04-21 09:23:00,asf github,['pull']
1059,fix,2017-04-21 09:36:00,andrea cosentino,['version']
1060,pull,2017-04-25 05:35:00,asf github,['igarashitm']
1061,request,2017-04-25 05:35:00,asf github,['pull']
1062,merge,2017-04-25 05:35:00,asf github,['release']
1063,pull,2017-04-25 05:35:00,asf github,['igarashitm']
1064,request,2017-04-25 05:35:00,asf github,['pull']
1065,pull,2017-04-25 05:35:00,asf github,['igarashitm']
1066,apply,2017-04-25 05:35:00,asf github,['review']
1067,patch,2017-04-25 05:35:00,asf github,['change']
1068,close,2017-04-25 05:35:00,asf github,['change']
1069,pull,2017-04-25 05:35:00,asf github,['igarashitm']
1070,request,2017-04-25 05:35:00,asf github,['pull']
1071,make,2017-04-25 05:35:00,asf github,['pull']
1072,commit,2017-04-25 05:35:00,asf github,['request']
1073,commit,2017-04-25 05:35:00,asf github,['request']
1074,close,2017-04-25 05:35:00,asf github,['change']
1075,commit,2017-04-25 05:35:00,asf github,['request']
1076,pull,,asf github,['igarashitm']
1077,request,,asf github,['pull']
1078,merge,,asf github,['release']
1079,pull,,asf github,['igarashitm']
1080,request,,asf github,['pull']
1081,pull,,asf github,['igarashitm']
1082,apply,,asf github,['review']
1083,patch,,asf github,['change']
1084,close,,asf github,['change']
1085,pull,,asf github,['igarashitm']
1086,request,,asf github,['pull']
1087,make,,asf github,['pull']
1088,commit,,asf github,['request']
1089,commit,,asf github,['request']
1090,close,,asf github,['change']
1091,commit,,asf github,['request']
1092,need,2017-04-12 11:44:00,claus ibsen,['drop']
1093,need,2017-04-12 11:50:00,claus ibsen,['example']
1094,fix,2017-04-12 12:59:00,claus ibsen,['version']
1095,fix,2017-04-12 11:57:00,claus ibsen,['osgi']
1096,fix,,claus ibsen,['osgi']
1097,fix,2017-04-12 11:59:00,claus ibsen,['working']
1098,fix,2017-04-12 12:29:00,paolo,
1099,fix,,paolo,
1100,affect,2017-04-12 12:19:00,thomas diesler created,['type']
1101,fix,2017-04-12 12:19:00,thomas diesler created,
1102,set,2017-04-12 12:19:00,thomas diesler created,['processing']
1103,send,2017-04-12 12:19:00,thomas diesler created,['endpoint']
1104,create,2017-04-12 12:19:00,thomas diesler created,['ttnulltt']
1105,see,2017-04-12 12:19:00,thomas diesler created,['response']
1106,set,2017-04-12 12:45:00,thomas diesler,['processing']
1107,send,2017-04-12 12:45:00,thomas diesler,['endpoint']
1108,create,2017-04-12 12:45:00,thomas diesler,['ttnulltt']
1109,see,2017-04-12 12:45:00,thomas diesler,['response']
1110,set,2017-04-12 12:45:00,thomas diesler,['processing']
1111,send,2017-04-12 12:45:00,thomas diesler,['endpoint']
1112,create,2017-04-12 12:45:00,thomas diesler,['ttnulltt']
1113,see,2017-04-12 12:45:00,thomas diesler,['response']
1114,pull,2017-04-12 13:14:00,asf github,['pull']
1115,request,2017-04-12 13:14:00,asf github,['pull']
1116,merge,2017-04-12 13:14:00,asf github,['ducer']
1117,pull,2017-04-12 13:14:00,asf github,['pull']
1118,request,2017-04-12 13:14:00,asf github,['pull']
1119,pull,2017-04-12 13:14:00,asf github,['pull']
1120,apply,2017-04-12 13:14:00,asf github,['review']
1121,patch,2017-04-12 13:14:00,asf github,['change']
1122,close,2017-04-12 13:14:00,asf github,['change']
1123,pull,2017-04-12 13:14:00,asf github,['pull']
1124,request,2017-04-12 13:14:00,asf github,['pull']
1125,make,2017-04-12 13:14:00,asf github,['pull']
1126,commit,2017-04-12 13:14:00,asf github,['request']
1127,commit,2017-04-12 13:14:00,asf github,['request']
1128,close,2017-04-12 13:14:00,asf github,['change']
1129,commit,2017-04-12 13:14:00,asf github,['request']
1130,pull,2017-04-12 13:15:00,asf github,['pull']
1131,request,2017-04-12 13:15:00,asf github,['pull']
1132,merge,2017-04-12 13:15:00,asf github,['ducer']
1133,pull,2017-04-12 13:15:00,asf github,['pull']
1134,request,2017-04-12 13:15:00,asf github,['pull']
1135,pull,2017-04-12 13:15:00,asf github,['pull']
1136,apply,2017-04-12 13:15:00,asf github,['review']
1137,patch,2017-04-12 13:15:00,asf github,['change']
1138,close,2017-04-12 13:15:00,asf github,['change']
1139,pull,2017-04-12 13:15:00,asf github,['pull']
1140,request,2017-04-12 13:15:00,asf github,['pull']
1141,make,2017-04-12 13:15:00,asf github,['pull']
1142,commit,2017-04-12 13:15:00,asf github,['request']
1143,commit,2017-04-12 13:15:00,asf github,['request']
1144,close,2017-04-12 13:15:00,asf github,['change']
1145,commit,2017-04-12 13:15:00,asf github,['request']
1146,fix,2017-04-12 19:02:00,claus ibsen,['resolution']
1147,pull,2017-04-13 08:46:00,asf github,['pull']
1148,request,2017-04-13 08:46:00,asf github,['pull']
1149,pull,2017-04-13 08:46:00,asf github,['pull']
1150,request,2017-04-13 08:46:00,asf github,['pull']
1151,pull,,asf github,['pull']
1152,request,,asf github,['pull']
1153,add,2017-04-12 13:24:00,claus ibsen,['summary']
1154,fix,2017-04-12 13:24:00,claus ibsen,['subscription']
1155,make,2017-04-12 13:24:00,claus ibsen,['wonder']
1156,use,2017-04-12 13:24:00,claus ibsen,['use']
1157,think,2017-04-12 14:16:00,,['skip']
1158,make,2017-04-12 14:16:00,,['scr']
1159,work,2017-04-12 14:40:00,tomohisa igarashi,['time']
1160,do,2017-04-12 14:40:00,tomohisa igarashi,['time']
1161,work,2017-04-12 14:40:00,tomohisa igarashi,['time']
1162,pull,2017-04-12 19:26:00,asf github,['onders86']
1163,request,2017-04-12 19:26:00,asf github,['pull']
1164,merge,2017-04-12 19:26:00,asf github,['thing']
1165,pull,2017-04-12 19:26:00,asf github,['onders86']
1166,request,2017-04-12 19:26:00,asf github,['pull']
1167,pull,2017-04-12 19:26:00,asf github,['onders86']
1168,apply,2017-04-12 19:26:00,asf github,['review']
1169,patch,2017-04-12 19:26:00,asf github,['change']
1170,close,2017-04-12 19:26:00,asf github,['change']
1171,pull,2017-04-12 19:26:00,asf github,['onders86']
1172,request,2017-04-12 19:26:00,asf github,['pull']
1173,make,2017-04-12 19:26:00,asf github,['pull']
1174,commit,2017-04-12 19:26:00,asf github,['request']
1175,commit,2017-04-12 19:26:00,asf github,['request']
1176,close,2017-04-12 19:26:00,asf github,['change']
1177,commit,2017-04-12 19:26:00,asf github,['request']
1178,work,2017-04-12 19:35:00,,['ribbon']
1179,add,2017-04-12 19:35:00,,['chance']
1180,do,2017-04-12 19:35:00,,
1181,pull,2017-04-13 04:35:00,asf github,['igarashitm']
1182,request,2017-04-13 04:35:00,asf github,['pull']
1183,do,2017-04-13 04:35:00,asf github,['testkaraf']
1184,work,2017-04-13 04:35:00,asf github,['work']
1185,merge,2017-04-13 04:35:00,asf github,['work']
1186,pull,2017-04-13 04:35:00,asf github,['igarashitm']
1187,request,2017-04-13 04:35:00,asf github,['pull']
1188,pull,2017-04-13 04:35:00,asf github,['igarashitm']
1189,apply,2017-04-13 04:35:00,asf github,['review']
1190,patch,2017-04-13 04:35:00,asf github,['change']
1191,close,2017-04-13 04:35:00,asf github,['change']
1192,pull,2017-04-13 04:35:00,asf github,['igarashitm']
1193,request,2017-04-13 04:35:00,asf github,['pull']
1194,make,2017-04-13 04:35:00,asf github,['pull']
1195,commit,2017-04-13 04:35:00,asf github,['request']
1196,commit,2017-04-13 04:35:00,asf github,['request']
1197,close,2017-04-13 04:35:00,asf github,['change']
1198,commit,2017-04-13 04:35:00,asf github,['request']
1199,merge,2017-04-13 05:55:00,,
1200,pull,2017-04-13 06:55:00,asf github,['igarashitm']
1201,request,2017-04-13 06:55:00,asf github,['pull']
1202,pull,2017-04-13 07:26:00,asf github,['onders86']
1203,request,2017-04-13 07:26:00,asf github,['pull']
1204,pull,2017-04-13 12:24:00,asf github,['igarashitm']
1205,request,2017-04-13 12:24:00,asf github,['pull']
1206,merge,2017-04-13 12:24:00,asf github,['wiki']
1207,pull,2017-04-13 12:24:00,asf github,['igarashitm']
1208,request,2017-04-13 12:24:00,asf github,['pull']
1209,pull,2017-04-13 12:24:00,asf github,['igarashitm']
1210,apply,2017-04-13 12:24:00,asf github,['review']
1211,patch,2017-04-13 12:24:00,asf github,['change']
1212,close,2017-04-13 12:24:00,asf github,['change']
1213,pull,2017-04-13 12:24:00,asf github,['igarashitm']
1214,request,2017-04-13 12:24:00,asf github,['pull']
1215,make,2017-04-13 12:24:00,asf github,['pull']
1216,commit,2017-04-13 12:24:00,asf github,['request']
1217,commit,2017-04-13 12:24:00,asf github,['request']
1218,close,2017-04-13 12:24:00,asf github,['change']
1219,commit,2017-04-13 12:24:00,asf github,['request']
1220,pull,2017-04-13 13:09:00,asf github,['igarashitm']
1221,request,2017-04-13 13:09:00,asf github,['pull']
1222,pull,2017-04-14 08:04:00,asf github,['igarashitm']
1223,request,2017-04-14 08:04:00,asf github,['pull']
1224,work,2017-04-14 08:04:00,asf github,
1225,merge,2017-04-14 08:04:00,asf github,['look']
1226,pull,2017-04-14 08:04:00,asf github,['igarashitm']
1227,request,2017-04-14 08:04:00,asf github,['pull']
1228,pull,2017-04-14 08:04:00,asf github,['igarashitm']
1229,apply,2017-04-14 08:04:00,asf github,['review']
1230,patch,2017-04-14 08:04:00,asf github,['change']
1231,close,2017-04-14 08:04:00,asf github,['change']
1232,pull,2017-04-14 08:04:00,asf github,['igarashitm']
1233,request,2017-04-14 08:04:00,asf github,['pull']
1234,make,2017-04-14 08:04:00,asf github,['pull']
1235,commit,2017-04-14 08:04:00,asf github,['request']
1236,commit,2017-04-14 08:04:00,asf github,['request']
1237,close,2017-04-14 08:04:00,asf github,['change']
1238,commit,2017-04-14 08:04:00,asf github,['request']
1239,pull,2017-04-14 11:23:00,asf github,['igarashitm']
1240,request,2017-04-14 11:23:00,asf github,['pull']
1241,pull,,asf github,['igarashitm']
1242,request,,asf github,['pull']
1243,add,2017-04-12 16:54:00,thomas diesler,['summary']
1244,fix,2017-04-12 16:54:00,thomas diesler,
1245,work,2017-04-12 16:54:00,thomas diesler,['work']
1246,request,2017-04-12 16:54:00,thomas diesler,['work']
1247,need,2017-04-12 16:54:00,thomas diesler,['work']
1248,provide,2017-04-12 16:54:00,thomas diesler,['request']
1249,pull,2017-04-12 16:57:00,asf github,['pull']
1250,request,2017-04-12 16:57:00,asf github,['pull']
1251,add,2017-04-12 16:57:00,asf github,['request']
1252,merge,2017-04-12 16:57:00,asf github,['instance']
1253,pull,2017-04-12 16:57:00,asf github,['pull']
1254,request,2017-04-12 16:57:00,asf github,['pull']
1255,pull,2017-04-12 16:57:00,asf github,['pull']
1256,apply,2017-04-12 16:57:00,asf github,['review']
1257,patch,2017-04-12 16:57:00,asf github,['change']
1258,close,2017-04-12 16:57:00,asf github,['change']
1259,pull,2017-04-12 16:57:00,asf github,['pull']
1260,request,2017-04-12 16:57:00,asf github,['pull']
1261,make,2017-04-12 16:57:00,asf github,['pull']
1262,commit,2017-04-12 16:57:00,asf github,['request']
1263,commit,2017-04-12 16:57:00,asf github,['request']
1264,close,2017-04-12 16:57:00,asf github,['change']
1265,commit,2017-04-12 16:57:00,asf github,['request']
1266,add,2017-04-12 16:57:00,asf github,['request']
1267,fix,2017-04-13 06:24:00,andrea cosentino,['fix']
1268,pull,2017-04-13 08:46:00,asf github,['pull']
1269,request,2017-04-13 08:46:00,asf github,['pull']
1270,pull,,asf github,['pull']
1271,request,,asf github,['pull']
1272,affect,2017-04-12 19:41:00,claus ibsen,['component']
1273,fix,2017-04-12 19:41:00,claus ibsen,['build']
1274,fail,2017-04-12 19:41:00,claus ibsen,['unit']
1275,run,2017-04-12 19:41:00,claus ibsen,['code']
1276,run,2017-04-12 19:41:00,claus ibsen,['code']
1277,resolve,2017-04-13 07:52:00,claus ibsen,['today']
1278,see,2017-04-13 07:52:00,claus ibsen,['resolve']
1279,resolve,,claus ibsen,['today']
1280,see,,claus ibsen,['resolve']
1281,set,2017-04-12 20:38:00,zoran regvart,['setter']
1282,set,,zoran regvart,['setter']
1283,pull,2017-04-13 00:34:00,asf github,['igarashitm']
1284,request,2017-04-13 00:34:00,asf github,['pull']
1285,merge,2017-04-13 00:34:00,asf github,['component']
1286,pull,2017-04-13 00:34:00,asf github,['igarashitm']
1287,request,2017-04-13 00:34:00,asf github,['pull']
1288,pull,2017-04-13 00:34:00,asf github,['igarashitm']
1289,apply,2017-04-13 00:34:00,asf github,['review']
